date,event_type,location,kia,wia,economic_damage,summary,source_urls
"16 Apr 26","Ambush","Karachi West, Sindh","1SF","1SF","","Militants attacked police personnel in the Mangopir area of Karachi, killing one officer and injuring another.","https://www.dawn.com/news/1992418/policeman-martyred-another-wounded-in-manghopir-attack"
"15 Apr 26","Other","Vehari, Balochistan","3SF","0","","Three Frontier Corps (FC) personnel were killed in a friendly fire incident involving another FC member in Lehri, Balochistan.",""
"15 Apr 26","Targeted Killing","Nasirabad, Balochistan","1SF","0","","Police personnel Farman Bashir was killed by militants in Dera Murad Jamali.","https://x.com/NUQTA31/status/2044320366903066749?s=20"
"15 Apr 26","Drone Strike","South Waziristan, Khyber Pakhtunkhwa","1SF","3SF","","A quadcopter strike on a Frontier Corps post in the Shakai area of South Waziristan killed one personnel and injured three others.",""
"15 Apr 26","Armed Clash","Khyber Pakhtunkhwa","2SF","0","","One Frontier Corps (FC) member and one army soldier were killed during a militant attack in Khyber Pakhtunkhwa.",""
"14 Apr 26","Targeted Killing","Bajaur, Khyber Pakhtunkhwa","1SF","0","","An army soldier was killed in a targeted attack by militants in the War Mamund area of Bajaur district.","https://x.com/AfghanAnalyst2/status/2044121756873494902?s=20"
"13 Apr 26","Ambush","Hangu, Khyber Pakhtunkhwa","3SF","4SF","","Militants ambushed a police mobile in Tal, Hangu, killing one police officer and injuring four others, including the SHO.","https://x.com/khorasandiary/status/2043592129591816459?s=20"
"13 Apr 26","Ambush","Diamer, Gilgit-Baltistan","3SF","4SF","","Militants ambushed a police vehicle in Chilas, Diamer, killing three personnel and injuring four others, including a DSP.","https://x.com/khorasandiary/status/2043646613047185800?s=20"
"12 Apr 26","Targeted Killing","Peshawar, Khyber Pakhtunkhwa","1SF","0","","Elite Force member Muhammad Munsif was killed by TTP militants in FR Peshawar.",""
"12 Apr 26","Armed Clash","Kohlu, Balochistan","2SF","2SF","","Frontier Corps (FC) personnel were reportedly killed in the Kohlu district of Balochistan.","https://x.com/Jana_Shah/status/2043371627631845743?s=20"
"12 Apr 26","Targeted Killing","Peshawar, Khyber Pakhtunkhwa","1SF","0","","A Counter-Terrorism Department (CTD) personnel was killed in a targeted attack by militants in Peshawar.",""
"12 Apr 26","Armed Clash","Kech, Balochistan","1SF","0","","A Pakistan Army soldier, Lance Naik Rashid Sohail, was killed in an attack by militants in Turbat.","https://www.facebook.com/share/v/1Ak14jTo8j/"
"12 Apr 26","Sniper Attack","Bajaur, Khyber Pakhtunkhwa","2SF","1SF","","A Frontier Corps soldier was killed and two others injured in a sniper attack on a security post in Salarzai, Bajaur.",""
"12 Apr 26","Drone Strike","North Waziristan, Khyber Pakhtunkhwa","1SF","2SF","","A Pakistani army soldier was killed in a quadcopter strike conducted by militants in the Madikhel area of Mir Ali, North Waziristan.",""
"12 Apr 26","Ambush","Gwadar, Balochistan","3SF","0","","Militants ambushed a Pakistan Coast Guards boat in the sea near Jiwani, resulting in the deaths of three personnel.","https://x.com/khorasandiary/status/2043237702523556329?s=20"
"11 Apr 26","Other","Ghanche, Gilgit-Baltistan","1SF","3SF","","A Pakistan Army soldier was killed in the Siachen sector.",""
"11 Apr 26","Targeted Killing","Peshawar, Khyber Pakhtunkhwa","1SF","0","","Militants shot and killed Counter-Terrorism Department (CTD) official Sohail in the Matani area of Peshawar.",""
"11 Apr 26","IED Explosion","Bannu, Khyber Pakhtunkhwa","1SF","5SF","","An IED blast targeting an army vehicle in the Mamashkhel area of Bannu resulted in the death of one soldier and injuries to five others.","https://x.com/khorasandiary/status/2043187942487658725?s=20"
"10 Apr 26","Targeted Killing","Peshawar, Khyber Pakhtunkhwa","1SF","0","","A Counter-Terrorism Department (CTD) official named Muqaddar Khan was shot and killed in FR Peshawar.",""
"10 Apr 26","Armed Clash","Zhob, Balochistan","1SF","0","","Frontier Corps personnel Irfanullah Bettani was killed in Zhob, Balochistan.",""
"10 Apr 26","Ambush","Tank, Khyber Pakhtunkhwa","1SF","6SF","","One Army personnel was killed and six others were injured following an IED blast and subsequent ambush by militants in Tank.",""
"10 Apr 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","1SF","0","","Army personnel Musa Ali was killed during a firing raid by militants in the Razmak area of North Waziristan.",""
"10 Apr 26","Armed Clash","Quetta, Balochistan","1SF","0","","Frontier Corps (FC) Balochistan North personnel was reportedly killed in Quetta.",""
"09 Apr 26","Targeted Killing","Kashmore, Sindh","1SF","0","","Militants killed a Levies personnel identified as Ibrahim Bugti in the Bakhshapur area of Sindh.",""
"09 Apr 26","Targeted Killing","Mardan, Khyber Pakhtunkhwa","1SF","0","","Militants shot and killed Elite Force Constable Sher Zada in the New Adda area of Mardan.",""
"09 Apr 26","Armed Clash","Dir Lower, Khyber Pakhtunkhwa","1SF","0","","A Frontier Corps (FC) soldier named Nisar was killed by Afghan forces during an incident along the Durand Line.",""
"08 Apr 26","Armed Clash","Sialkot, Punjab","1SF","0","","A Pakistan Rangers soldier was killed by firing from the Indian side across the Working Boundary in the Sialkot sector.",""
"07 Apr 26","Targeted Killing","Peshawar, Khyber Pakhtunkhwa","1SF","0","","A police constable was killed by a militant in Peshawar, Khyber Pakhtunkhwa.",""
"06 Apr 26","Armed Clash","Killa Saifullah, Balochistan","1SF","4SF","","One Frontier Corps personnel was killed and four others were injured during an attack by Afghan forces on a security post in Qilla Saifullah.",""
"06 Apr 26","Armed Clash","Bannu, Khyber Pakhtunkhwa","1SF
/
1M","0","","Militants attacked a NADRA office in Bakakhel, Bannu district, resulting in the deaths of a police constable and a security guard.",""
"06 Apr 26","Checkpoint Attack","Bannu, Khyber Pakhtunkhwa","1SF","0","","A police constable was killed during a firing raid by unidentified attackers on the Kangar Check Post in Bannu.",""
"06 Apr 26","Ambush","Mastung, Balochistan","4SF","7SF","","Baloch separatists attacked a Pakistani military convoy in the Gardgap area of Mastung, resulting in the deaths of four army personnel.",""
"05 Apr 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","2SF","0","","One Pakistani army soldier was killed during border clashes following an attack by Afghan forces on a check post along the Khost-North Waziristan border.",""
"05 Apr 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","2SF","0","","Frontier Corps personnel Shams ur Rehman was killed in a militant attack in the Shiva area of North Waziristan.",""
"04 Apr 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","3SF","0","","Frontier Corps personnel were killed during a militant attack in the Spinwam area of North Waziristan.",""
"01 Apr 26","Armed Clash","Bajaur, Khyber Pakhtunkhwa","1SF","4SF","","One Pakistani security personnel was killed and four others were injured during an attack by Afghan Taliban forces in the Kunar-Bajaur sector.",""
"01 Apr 26","Armed Clash","Hangu, Khyber Pakhtunkhwa","1SF","0","","FC personnel Zeeshan Tanoli was killed in a militant attack in Hangu, Khyber Pakhtunkhwa.","https://www.facebook.com/share/p/1Cxo4jFKjD/"
"30 Mar 26","Checkpoint Attack","Orakzai, Khyber Pakhtunkhwa","1SF","0","","Militants targeted the Kandi Mashti Checkpoint in Orakzai district, resulting in the death of one Frontier Corps (FC) personnel.",""
"30 Mar 26","Ambush","Jhal Magsi, Balochistan","2SF","3SF","","Two Frontier Corps personnel were killed and three others injured when their convoy was ambushed in Jhal Magsi.",""
"30 Mar 26","Ambush","Quetta, Balochistan","2SF","0","","Gunmen carried out an ambush on an Eagle Squad vehicle in the Eastern Bypass area of Quetta, resulting in the death of two police personnel.",""
"29 Mar 26","Armed Clash","Quetta, Balochistan","1SF","3SF","","One Frontier Corps personnel was killed and three others were injured following a grenade attack in Quetta, Balochistan.",""
"29 Mar 26","Sniper Attack","South Waziristan, Khyber Pakhtunkhwa","1SF","0","","An Army Subedar was killed in a sniper attack in the Ladha area of South Waziristan.",""
"28 Mar 26","Armed Clash","Kohat, Khyber Pakhtunkhwa","2SF","0","","Two Frontier Constabulary personnel were killed in the Tor Chappar area of Dara Adam Khel.","https://x.com/khorasandiary/status/2037946099286319506?s=20"
"28 Mar 26","Ambush","Bannu, Khyber Pakhtunkhwa","2SF","3SF","","Militants attacked and set fire to a police vehicle in Huwaid area of Bannu, resulting in the death of an Assistant Sub-Inspector and injuring three other personnel.","https://x.com/khorasandiary/status/2037885034095587688?s=20"
"27 Mar 26","Targeted Killing","Killa Abdullah, Balochistan","0","1SF","","Station House Officer Ali Muhammad Kakozai was seriously injured after armed motorcyclists opened fire on him while he was traveling home in Qilla Abdullah Town.","https://x.com/khorasandiary/status/2037536663224947042"
"27 Mar 26","Armed Clash","Khyber, Khyber Pakhtunkhwa","1IRR
/
1M","0","","One member of a peace committee was killed during clashes with militants in the Bara area of Khyber District.",""
"25 Mar 26","Targeted Killing","Tank, Khyber Pakhtunkhwa","1SF","0","","A police constable was killed by militants after being abducted in Tank District.",""
"20 Mar 26","Armed Clash","Khyber, Khyber Pakhtunkhwa","0","3SF","","One soldier was killed and three others, including a major, were injured during an intelligence-based operation in the Bara area of Khyber District.",""
"20 Mar 26","Armed Clash","Khyber, Khyber Pakhtunkhwa","1SF","3SF","","One soldier was killed and three others, including a major, were injured during an incident in the Tirah Valley of Khyber District.","https://x.com/afridi5533/status/2034922045713068309?s=20"
"20 Mar 26","Other","Quetta, Balochistan","1SF","0","","Sepoy Ansar Abbas of the Pakistan Army was killed in an incident in Quetta, Balochistan.","https://www.facebook.com/share/p/1C2FqXi6GJ/"
"19 Mar 26","IED Explosion","North Waziristan, Khyber Pakhtunkhwa","2SF","2SF","","Two security personnel were killed and two others injured in an IED explosion during a clearing operation by a bomb disposal unit in Dattakhel, North Waziristan.","https://x.com/khorasandiary/status/2034610699172008101"
"17 Mar 26","Armed Clash","Afghan Border, Khyber Pakhtunkhwa","5SF","0","","Pakistani security force casualties reported along the Pak-Afghan border (Durand Line) on 17 Mar 2026. Split from the 26 Feb 2026 Afghan border clashes incident as casualties occurred on this later date.",""
"16 Mar 26","IED Explosion","Duki, Balochistan","5SF","0","","Five soldiers were killed when their vehicle struck a remote-controlled roadside bomb in the Killi Bakhtiyar Luni area of Dukki district after an anti-poppy operation.",""
"16 Mar 26","Targeted Killing","Dera Ismail Khan, Khyber Pakhtunkhwa","1SF","0","","A security force personnel on leave, identified as Saif ur Rahman, was killed by motorcycle-riding militants in Kulachi Bazaar.","https://x.com/TKCkhyber/status/2033580820049608956"
"16 Mar 26","Armed Clash","Balochistan","1SF","0","","A Frontier Corps (FC) soldier named Gul Shah was martyred during service in Balochistan.","https://www.facebook.com/share/p/1B8qt2ZwqZ/"
"15 Mar 26","Armed Clash","Gwadar, Balochistan","2SF","1SF","","Two Pakistan Coast Guards personnel were killed and one injured in an attack by armed men in the Panwan area of Jiwani, Gwadar district. (paramilitary soldiers so logged under FC)","https://x.com/khorasandiary/status/2033236695211241955"
"14 Mar 26","Armed Clash","Karak, Balochistan","2SF","0","","2 Frontier Corps Balochistan personnel, including Fahad Hussain Palal and Zafar Iqbal Khan Swansey, were martyred while on duty in Kharan district.",""
"13 Mar 26","IED Explosion","Lakki Marwat, Khyber Pakhtunkhwa","7SF","0","","An IED explosion targeting a police van in the Shadi Khel area of Bhittani Sub-Division, Lakki Marwat, resulted in the death of seven policemen.","https://www.facebook.com/share/p/1GTwyJPAWb/"
"13 Mar 26","Armed Clash","Balochistan","1SF","0","","Captain Hammad of Matta, Swat, died from injuries reportedly sustained during an operation in Balochistan or a training accident.","https://www.facebook.com/share/p/18AnnourVp/"
"13 Mar 26","Targeted Killing","Khyber, Khyber Pakhtunkhwa","1SF","0","","Police officer Muaz Shinwari, security lead at Hamza Baba Shrine, was shot dead by unknown gunmen while returning home in Landi Kotal.","https://x.com/JawadYousufxai/status/2032538751885308194"
"11 Mar 26","Armed Clash","Dera Ismail Khan, Khyber Pakhtunkhwa","4SF","0","","An exchange of fire in Jhok Machhi, Paroa Tehsil, resulted in the death 4 personnel (so far)","https://www.facebook.com/share/p/16M2rufL1d/"
"11 Mar 26","Armed Clash","Sohbatpur, Balochistan","1SF","0","","Muhammad Rafique Khosa, a Rangers soldier originally from Sohbatpur, was reported killed while performing his duties in Balochistan.","https://www.facebook.com/share/p/1Hh7KRzvX6/"
"11 Mar 26","Armed Clash","Afghan Border, Khyber Pakhtunkhwa","1SF","0","","Pakistani security force casualties reported along the Pak-Afghan border (Durand Line) on 11 Mar 2026. Split from the 26 Feb 2026 Afghan border clashes incident as casualties occurred on this later date.",""
"10 Mar 26","Armed Clash","Afghan Border, Khyber Pakhtunkhwa","1SF","0","","Pakistani security force casualties reported along the Pak-Afghan border (Durand Line) on 10 Mar 2026. Split from the 26 Feb 2026 Afghan border clashes incident as casualties occurred on this later date.",""
"09 Mar 26","Armed Clash","Bannu, Khyber Pakhtunkhwa","1SF","0","","Frontier Corps soldier Tanveer Ahmed was killed in the Bannu district of Khyber Pakhtunkhwa.","https://www.facebook.com/share/p/18STCqT5cC/"
"09 Mar 26","Armed Clash","Afghan Border, Khyber Pakhtunkhwa","2SF","0","","Pakistani security force casualties reported along the Pak-Afghan border (Durand Line) on 09 Mar 2026. Split from the 26 Feb 2026 Afghan border clashes incident as casualties occurred on this later date.",""
"08 Mar 26","Targeted Killing","Quetta, Balochistan","1SF","0","","Counter-Terrorism Department Inspector Mitha Khan was shot and killed by armed assailants in the Kalli Ismail area of Quetta.","https://www.24newshd.tv/08-Mar-2026/ctd-inspector-mitha-khan-gunned-quetta?version=amp"
"07 Mar 26","IED Explosion","South Waziristan, Khyber Pakhtunkhwa","2SF","5SF","","Two policemen were killed and 31 others, including five security personnel, were injured in an IED blast in Wana.","https://example.com/placeholder-url-as-per-format-needs-but-usually-extracted-from-context-above"
"07 Mar 26","Armed Clash","Balochistan","2SF","0","","FC soldier Khalif Latif, a resident of Lakki Marwat, was killed in Balochistan province.","https://www.facebook.com/share/p/1EsbfKneEU/"
"06 Mar 26","Armed Clash","Afghan Border, Khyber Pakhtunkhwa","1SF","0","","Pakistani security force casualties reported along the Pak-Afghan border (Durand Line) on 06 Mar 2026. Split from the 26 Feb 2026 Afghan border clashes incident as casualties occurred on this later date.",""
"05 Mar 26","Armed Clash","Afghan Border, Khyber Pakhtunkhwa","4SF","0","","Pakistani security force casualties reported along the Pak-Afghan border (Durand Line) on 05 Mar 2026. Split from the 26 Feb 2026 Afghan border clashes incident as casualties occurred on this later date.",""
"04 Mar 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","1SF","0","","Muhammad Imran was killed in Miran Shah, North Waziristan, by a rocket launched by the Tehrik-i-Taliban Pakistan (TTP).","https://www.facebook.com/share/p/1DYaJbyS5C/"
"04 Mar 26","Sniper Attack","Bajaur, Khyber Pakhtunkhwa","1SF","0","","An Assistant Sub-Inspector (ASI) was killed in a sniper attack targeting a police post in Bajaur district.",""
"04 Mar 26","Armed Clash","Afghan Border, Khyber Pakhtunkhwa","2SF","0","","Pakistani security force casualties reported along the Pak-Afghan border (Durand Line) on 04 Mar 2026. Split from the 26 Feb 2026 Afghan border clashes incident as casualties occurred on this later date.",""
"03 Mar 26","Other","Balochistan","7SF","0","","The Baloch Liberation Army (BLA) reportedly executed seven captured Pakistani army soldiers.","https://thebalochistanpost.net/2026/03/bla-says-it-executed-seven-pakistani-military-personnel-captured-during-operation-herof-ii/"
"03 Mar 26","Armed Clash","Afghan Border, Khyber Pakhtunkhwa","1SF","0","","Pakistani security force casualties reported along the Pak-Afghan border (Durand Line) on 03 Mar 2026. Split from the 26 Feb 2026 Afghan border clashes incident as casualties occurred on this later date.",""
"02 Mar 26","Armed Clash","Afghan Border, Khyber Pakhtunkhwa","5SF","0","","Pakistani security force casualties reported along the Pak-Afghan border (Durand Line) on 02 Mar 2026. Split from the 26 Feb 2026 Afghan border clashes incident as casualties occurred on this later date.",""
"01 Mar 26","Targeted Killing","Dera Ismail Khan, Khyber Pakhtunkhwa","1SF","0","","Aleem Khan Mian Khel, a member of the Frontier Corps Mian Khel Platoon, was killed in a targeted killing incident in the Durban area.","https://www.facebook.com/share/p/1AgiZMc7mX/"
"01 Mar 26","Other","Skardu, Gilgit-Baltistan","4SF","10SF","","3 army soldiers and 1 fc soldier were reportedly killed by a mob in Skardu.","https://www.facebook.com/pamirtimes/posts/the-bodies-of-two-pakistan-army-soldiers-from-tehsil-jand-in-attock-have-been-re/1399505852216405/"
"28 Feb 26","Targeted Killing","Tank, Khyber Pakhtunkhwa","1SF","0","","Police officer Aziz Khan Marwat was targeted and shot dead by unidentified gunmen in the Tank district of Khyber Pakhtunkhwa.",""
"27 Feb 26","Checkpoint Attack","Peshawar, Khyber Pakhtunkhwa","1SF","0","","A police constable died from injuries sustained during a grenade attack on the Sara Khora check post within the Matni police station jurisdiction.","https://www.facebook.com/share/p/18qV2AAtW7/"
"26 Feb 26","Armed Clash","Afghan Border, Khyber Pakhtunkhwa","35SF","129SF","","Coordinated Afghan border clashes on 26 Feb 2026 resulting in Pakistani soldiers killed across multiple engagements along the Durand Line, including Waziristan, Bajaur, Kurram, Chaman, and other border areas.",""
"25 Feb 26","Targeted Killing","Khyber, Khyber Pakhtunkhwa","1SF","0","","Unidentified gunmen shot dead police constable Safeer Afridi and injured his son in Landikotal, Khyber district.","http://x.com/khorasandiary/status/2026736088711397507"
"25 Feb 26","Ambush","Chaman, Balochistan","3SF","1SF","","Three Frontier Corps (FC) soldiers were killed and one was injured in an ambush in Chaman, Balochistan.","https://www.facebook.com/share/p/1K7KLYzoJe/"
"25 Feb 26","Ambush","Bajaur, Khyber Pakhtunkhwa","5SF","2SF","","Unknown armed men ambushed an Ababeel Police Squad patrol in the Nawi Kali area of Khar, Bajaur, killing four officers and injuring two others.","https://www.tnn.com.pk/bajaur-attack-4-police-officers-martyred-in-ambush-2-injured/"
"25 Feb 26","Targeted Killing","Bannu, Khyber Pakhtunkhwa","2SF","0","","Two police officials were killed and their bodies recovered on Bannu Airport Road after being abducted by militants from the Sokari Hasan Khel area.","https://x.com/khorasandiary/status/2026846344867106951?s=20"
"25 Feb 26","Other","North Waziristan, Khyber Pakhtunkhwa","3SF","2SF","","A soldier in the FC shot 3 of his colleagues , Tochi Scouts",""
"25 Feb 26","Armed Clash","Zhob, Balochistan","3SF","0","","Two security personnel were killed and a Lieutenant Colonel was injured during a military operation in Zhob district, Balochistan.","https://www.facebook.com/share/p/1CQyKgisCr/"
"25 Feb 26","IED Explosion","Surab, Balochistan","1SF","3SF","","A policeman was killed in a blast targeting an armored police vehicle on the Quetta-Karachi National Highway in Surab, Balochistan.","https://www.facebook.com/share/p/14XXXgbiXk4/"
"25 Feb 26","Ambush","Balochistan","3SF","7SF","","FC Balochistan soldier Muhammad Wasim and two other security personnel were martyred in an incident.","https://www.facebook.com/share/p/1TkdBLCA4B/"
"25 Feb 26","Drone Strike","Tank, Khyber Pakhtunkhwa","1SF","0","","A security forces soldier was killed after a check post in Tank district was attacked by a quadcopter drone dropping mortars.","https://x.com/khorasandiary/status/2026931360028569743?s=20"
"25 Feb 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","1SF","0","","One Pakistan Army soldier, Nadeem Abbas was killed during an exchange of fire with militants in Waziristan, Khyber Pakhtunkhwa.","https://www.facebook.com/share/p/1CRgJZwhPs/"
"24 Feb 26","Ambush","Kohat, Khyber Pakhtunkhwa","7SF","4SF","","DSP Asad Mehmood and 6 other police offficers killed in ambush in kohat lachi area. 4 injured","https://www.facebook.com/share/p/18QCkELpYM/"
"24 Feb 26","Targeted Killing","South Waziristan, Khyber Pakhtunkhwa","1SF","0","","Police Constable Attaullah was shot and killed by an unidentified assailant near Madrasa Darul Uloom in Wana, Lower Waziristan.","https://x.com/khorasandiary/status/2026259309664108917?s=20"
"24 Feb 26","Suicide Attack","Bhakkar, Punjab","2SF","4SF","","Suicide bombing on dajal post in bhakkar punjab The checkpost is located on the boundary between Dera Ismail Khan and Bhakkar. Emergency has been declared at DHQ Hospital Bhakkar.","https://www.facebook.com/share/r/1FLjxJJKwX/"
"24 Feb 26","Armed Clash","Peshawar, Khyber Pakhtunkhwa","1SF
/
1M","1M","","A former police officer and one militant were killed during an exchange of fire and grenade attack in the Matani area of Peshawar.","https://x.com/khorasandiary/status/2026334975323492508?s=20"
"23 Feb 26","Drone Strike","Karak, Khyber Pakhtunkhwa","0","5SF","","Five Federal Constabulary personnel were injured in a quadcopter attack on a paramilitary fort in the Bahadar Khel area of Karak district.","https://www.thenews.pk/story/1401016-three-martyred-as-ambulance-carrying-wounded-fc-men-targeted-in-kps-karak"
"23 Feb 26","Ambush","Karak, Khyber Pakhtunkhwa","3SF","2SF","","Taliban affiliates attacked an ambulance carrying injured personnel from a drone strike in Karak district, killing three security personnel and injuring two rescuers after setting an ambulance on fire.","https://x.com/khorasandiary/status/2025872464987758703?s=20"
"21 Feb 26","Suicide Attack","Bannu, Khyber Pakhtunkhwa","3SF","0","","A suicide bombing in Bannu resulted in the deaths of Lt Colonel Shahzada Gul Faraz and Sepoy Karamat Shah.","https://www.dawn.com/news/1974789/lieutenant-colonel-among-two-army-personnel-martyred-in-bannu-suicide-attack-ispr"
"20 Feb 26","Drone Strike","Bannu, Khyber Pakhtunkhwa","0","8SF","","Eight Frontier Constabulary personnel were injured in a quadcopter attack on a security installation in the Daryoba Line area of Bannu.","https://www.dawn.com/news/1974673"
"19 Feb 26","Armed Clash","Khyber Pakhtunkhwa","1SF","0","","An Frontier Corps (FC) soldier, Khayal Gul Khattak, was killed near the Afghan border.","https://www.facebook.com/share/r/1C1YbUcbJm/"
"18 Feb 26","Armed Clash","Khyber, Khyber Pakhtunkhwa","1SF","0","","Soldier Sabdar Ahmed Wali Shah was martyred while performing his duties in the Tirah (Tera) region.",""
"18 Feb 26","Targeted Killing","Bannu, Khyber Pakhtunkhwa","1SF","0","","A security forces personnel was found beheaded and/or mutilated in jani khel bannu","https://x.com/LalWazir19/status/2024475264869421119?s=20"
"17 Feb 26","Armed Clash","Shangla, Khyber Pakhtunkhwa","3SF","0","","Three policemen were killed by militants during a search operation in the Martung area of Shangla district, Khyber Pakhtunkhwa.","https://tribune.com.pk/story/2593030/three-terrorist-killed-three-police-personnel-martyred-in-ctd-operation-in-shangla"
"17 Feb 26","Checkpoint Attack","Dera Ismail Khan, Khyber Pakhtunkhwa","1SF","2SF","","Militants attacked a police post near Yarak in Dera Ismail Khan, killing a policeman and a customs official while injuring two other officers and burning vehicles.","https://x.com/khorasandiary/status/2023980266620928337"
"17 Feb 26","Suicide Attack","Bajaur, Khyber Pakhtunkhwa","12SF","2SF","","SVBIED attack on bajaur checkpost","https://www.aljazeera.com/news/2026/2/17/motorcycle-bomb-at-pakistan-police-station-kills-two-wounds-several-report"
"16 Feb 26","Targeted Killing","Khyber, Khyber Pakhtunkhwa","1SF","0","","The body of an abducted Frontier Corps personnel was recovered from a flood channel in the Jamrud area of Khyber district.","https://x.com/NUQTA31/status/2023322328764146007"
"16 Feb 26","Drone Strike","Tank, Khyber Pakhtunkhwa","2SF","5SF","","A rescue team traveling to a drone strike site near Manzar post was targeted by an explosion and gunfire, resulting in two deaths and five injuries.","https://www.khaama.com/rescue-team-attacked-in-khyber-pakhtunkhwa-two-killed-five-injured/"
"15 Feb 26","Checkpoint Attack","Bajaur, Khyber Pakhtunkhwa","1SF","0","","Militants attacked a police post in the Mamond area of Bajaur, resulting in the death of Additional SHO Gul Manudin during an exchange of fire.","https://www.arabnews.com/node/2633115/pakistan"
"15 Feb 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","1SF","0","","An FC soldier from Karak was killed in Koti Kali, North Waziristan.",""
"14 Feb 26","IED Explosion","Diamer, Gilgit-Baltistan","1SF","4SF","","An IED explosion targeting a security forces vehicle in the Tangir area of Diamer district killed the driver and injured four personnel, including a major.","https://www.dawn.com/news/1972851"
"14 Feb 26","Drone Strike","Lakki Marwat, Khyber Pakhtunkhwa","0","2SF","","Two policemen were injured following a quadcopter drone attack in the Lakki Marwat district of Khyber Pakhtunkhwa.","https://www.dawn.com/news/1973033"
"14 Feb 26","IED Explosion","South Waziristan, Khyber Pakhtunkhwa","0","1SF","","Captain Kamal Din Bugti was seriously injured in a mine blast in South Waziristan, sustaining multiple splinter wounds to his chest.","https://www.facebook.com/share/p/1QrEKaK4Cf/"
"12 Feb 26","Drone Strike","Tank, Khyber Pakhtunkhwa","0","4SF","","Militants used drones to attack the Kot Azam and Seer Kamar security posts in District Tank, injuring four security personnel.","https://x.com/khorasandiary/status/2021995703975940358"
"11 Feb 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","1SF","0","","A Pakistani soldier, Muhammad Rehan, died following an exchange of fire with militants in the Mir Ali area of North Waziristan.","https://x.com/LairsW54332/status/2021626725097255379?s=20"
"11 Feb 26","Ambush","Dera Ismail Khan, Khyber Pakhtunkhwa","5SF","2SF","","Gunmen opened fire on a police vehicle in Wanda Budh, killing five police personnel including an SHO and injuring two others including a DSP.","https://www.facebook.com/share/p/1AZQoiNXNM/"
"10 Feb 26","IED Explosion","Khyber Pakhtunkhwa","1SF","3SF","","Hawaldar Tauqeer of the Punjab Regiment was killed in an IED explosion while on duty.","https://www.facebook.com/share/r/172FXrQwnc/"
"08 Feb 26","Armed Clash","Hangu, Khyber Pakhtunkhwa","1SF","0","","An FC soldier from Shahu Khel, Hangu, was reported killed while on duty.","https://www.facebook.com/share/p/1HVGjTLdvT/"
"08 Feb 26","Armed Clash","Nowshera, Khyber Pakhtunkhwa","1SF","3SF","","An Assistant Sub-Inspector of the Counter-Terrorism Department was killed and three others were injured in an attack in Nowshera.","https://www.dawn.com/news/1971794"
"07 Feb 26","Armed Clash","Khyber Pakhtunkhwa","1SF","0","","Naib Subedar Muhammad Asif from the Chapri Khattak belt was reported killed, with his funeral scheduled for February 7, 2026.","https://www.facebook.com/search/top?q=%D8%AE%D9%B9%DA%A9%20%D8%B4%DB%81%DB%8C%D8%AF"
"06 Feb 26","Drone Strike","Dera Ismail Khan, Khyber Pakhtunkhwa","1SF","2SF","","One paramilitary official was killed and two injured in a quadcopter projectile attack by TTP on the Federal Constabulary headquarters in Dera Ismail Khan.","https://www.dailyexcelsior.com/paramilitary-official-killed-in-quadcopter-attack-in-pakistans-kpk-province/"
"06 Feb 26","Suicide Attack","Islamabad, Islamabad Capital Territory","0","0","","A suicide bombing in a Shia mosque killed 31 civilians and injured 169 other civilians.","https://aje.news/296y6u"
"05 Feb 26","Targeted Killing","Lakki Marwat, Khyber Pakhtunkhwa","1SF","0","","A police constable was abducted from his home and shot dead by militants in the Nasrkhel area of Lakki Marwat district.","https://humenglish.com/latest/kp-police-constable-martyred-in-militant-attack/"
"04 Feb 26","IED Explosion","Nushki, Balochistan","1SF","2SF","","One soldier was killed and two others were injured in a roadside explosion in the Galangor area of Nushki district, Balochistan.","https://x.com/khorasandiary/status/2019139810397749560"
"04 Feb 26","Drone Strike","Khyber, Khyber Pakhtunkhwa","1SF","0","","An Army captain was killed in a quadcopter drone strike in Khyber district.","https://x.com/PakistanFauj/status/2020473527581982763?s=20"
"31 Jan 26","Suicide Attack","Quetta, Balochistan","8SF","17SF","","A suicide bomber targeted a security checkpoint at the Red Zone gate in Quetta, killing at least eight soldiers and injuring 17 others.","https://x.com/khorasandiary/status/2017651884471832683"
"31 Jan 26","Armed Clash","Chaman, Balochistan","1SF","0","","A security force member, Abdul Rahman, was reportedly killed at the Chaman Border in Balochistan.","https://www.facebook.com/share/p/182r14tMqo/"
"30 Jan 26","Armed Clash","Balochistan","14SF","36SF","","Security forces concluded operations following a series of attacks in Balochistan resulting in the deaths of 14 personnel, primarily from the Frontier Corps. part of operation herof by BLA","https://tribune.com.pk/story/2590898/security-forces-conclude-operations-after-terrorist-attacks-in-balochistan"
